N,defector_ratio,seed,R_mean_run,Sbar_mean_run
40,0.35,46,0.03597900810817699,0.9310419096626494
40,0.35,47,0.035444220177520976,0.935531590894467
40,0.35,48,0.03831401183076476,0.9300782958977526
40,0.35,49,0.03419729626429282,0.9363551088411445
40,0.35,50,0.0359847694274885,0.9328082414464555
40,0.35,51,0.03727868172178847,0.9323465748415195
40,0.37,42,0.03848243661338859,0.9325043327191563
40,0.37,43,0.038987101838793295,0.9263737934230477
40,0.37,44,0.03653526018838603,0.9321947399568951
40,0.37,45,0.036613368530891546,0.9281077263214391
40,0.37,46,0.03820737464647026,0.92587595463012
40,0.37,47,0.03730349175069095,0.9310695511774457
40,0.37,48,0.040355088336862514,0.9246858494939623
40,0.37,49,0.0363820134080783,0.9319270592103445
40,0.37,50,0.037701421214239604,0.9276029478073543
40,0.37,51,0.039408826135113775,0.9271259901333605
40,0.39,42,0.04029717237741658,0.927229216974754
40,0.39,43,0.0409161826258976,0.9208537328820967
40,0.39,44,0.038453341469092336,0.9273150311627193
40,0.39,45,0.03873028536251531,0.9226742963318216
40,0.39,46,0.04047683293384125,0.9198406832931117
40,0.39,47,0.039195136733982276,0.9254196190655073
40,0.39,48,0.042782085906961975,0.919059910096694
40,0.39,49,0.03833077667375527,0.9267114984989756
40,0.39,50,0.03977354092112783,0.9219847434465204
40,0.39,51,0.04103768572818929,0.9212886863167246
40,0.41000000000000003,42,0.04216217528038795,0.9213325418584015
40,0.41000000000000003,43,0.04317719045010097,0.9148880344813243
40,0.41000000000000003,44,0.04049352779977433,0.9217100725049684
40,0.41000000000000003,45,0.04088488971851232,0.9168149970436744
40,0.41000000000000003,46,0.0429490736377588,0.9135691385006411
40,0.41000000000000003,47,0.04130971893417398,0.9193730364749556
40,0.41000000000000003,48,0.04497077900758211,0.9126128613602286
40,0.41000000000000003,49,0.04048545173800795,0.9213298773732922
40,0.41000000000000003,50,0.0418194341160919,0.9159678090490174
40,0.41000000000000003,51,0.042897057806689176,0.9149184700057221
40,0.43000000000000005,42,0.04419008964980458,0.9153433250263484
40,0.43000000000000005,43,0.04531284951017131,0.9083066465140538
40,0.43000000000000005,44,0.04262092076921227,0.9154885573842507
40,0.43000000000000005,45,0.04326554523308901,0.9100814451458942
40,0.43000000000000005,46,0.045051939667642905,0.9065503321468521
40,0.43000000000000005,47,0.043299625922627705,0.9131856561751962
40,0.43000000000000005,48,0.046985614155820504,0.9053291064502813
40,0.43000000000000005,49,0.04235563339658429,0.915413932237805
40,0.43000000000000005,50,0.04416940419987478,0.9092518128746736
40,0.43000000000000005,51,0.044924904105705245,0.9081608825558225
40,0.45000000000000007,42,0.046381245369043235,0.9087218674836298
40,0.45000000000000007,43,0.047957055059727444,0.9008000727945211
40,0.45000000000000007,44,0.0447281588349551,0.9084972342380991
40,0.45000000000000007,45,0.045691517230329305,0.903020087174126
40,0.45000000000000007,46,0.04735426303328887,0.899295011210571
40,0.45000000000000007,47,0.04531491815875355,0.9061635897772822
40,0.45000000000000007,48,0.04959590869397957,0.8981277468111867
40,0.45000000000000007,49,0.04487981704981834,0.9087073690884362
40,0.45000000000000007,50,0.04646208311761627,0.9019914310675271
40,0.45000000000000007,51,0.04703103075087878,0.9003911749603167
40,0.4700000000000001,42,0.04874196053043264,0.9012238969345432
40,0.4700000000000001,43,0.05058657332740634,0.8926630746965291
40,0.4700000000000001,44,0.04696038451343455,0.9013436342956841
40,0.4700000000000001,45,0.04790460993848867,0.8955224645893496
40,0.4700000000000001,46,0.04957958925606457,0.8912974550159672
40,0.4700000000000001,47,0.047469929834851585,0.8986471627413891
40,0.4700000000000001,48,0.05182506451348579,0.8894946090752087
40,0.4700000000000001,49,0.047518397861854994,0.9015419041525339
40,0.4700000000000001,50,0.049013676092526194,0.8941621930422222
40,0.4700000000000001,51,0.04924803099764455,0.8918748590604918
40,0.4900000000000001,42,0.05087890313893604,0.8931031495264921
40,0.4900000000000001,43,0.05318435100432919,0.8839066652211897
40,0.4900000000000001,44,0.04907728805276615,0.89352785687152
40,0.4900000000000001,45,0.05029968379479911,0.8874464062363411
40,0.4900000000000001,46,0.052218698918167925,0.8826003286175736
40,0.4900000000000001,47,0.04984418755311314,0.8907176949131482
40,0.4900000000000001,48,0.05427373414290299,0.8809077233505213
40,0.4900000000000001,49,0.049892533528413656,0.8937966129956124
40,0.4900000000000001,50,0.05150268253589981,0.8862390134651629
40,0.4900000000000001,51,0.051751112126428245,0.883721510954297
40,0.5100000000000001,42,0.05350996426051015,0.8844166214716476
40,0.5100000000000001,43,0.0555405375585681,0.8742932490053915
40,0.5100000000000001,44,0.05183105492393299,0.8850611062434558
40,0.5100000000000001,45,0.05279845961793253,0.8784290729785196
40,0.5100000000000001,46,0.054698286971148855,0.8727898261979583
40,0.5100000000000001,47,0.05234244452825744,0.8821026527481026
40,0.5100000000000001,48,0.05697896866962225,0.8715069056316798
40,0.5100000000000001,49,0.05241979092206692,0.8854870131208931
40,0.5100000000000001,50,0.05394635241385301,0.877078299083324
40,0.5100000000000001,51,0.05381869504880931,0.874477368005214
40,0.5300000000000001,42,0.056184923782278205,0.8745128887408458
40,0.5300000000000001,43,0.05806650356965245,0.8646245267850643
40,0.5300000000000001,44,0.05416044219141061,0.8759402097820236
40,0.5300000000000001,45,0.05521714427755954,0.8692049273867698
40,0.5300000000000001,46,0.05693069662962288,0.8630514999195492
40,0.5300000000000001,47,0.05436480609470927,0.8723371164672901
40,0.5300000000000001,48,0.05953388909268124,0.86160505196426
40,0.5300000000000001,49,0.054834785997074795,0.8765140259564403
40,0.5300000000000001,50,0.056355678961285745,0.8680085558408028
40,0.5300000000000001,51,0.05636629961843526,0.8644895316787502
40,0.5500000000000002,42,0.058997510848058,0.864816472542122
40,0.5500000000000002,43,0.0607712304031327,0.854311008591624
40,0.5500000000000002,44,0.0565374916299296,0.8665883350871163
40,0.5500000000000002,45,0.05766000356084817,0.8594989054639367
40,0.5500000000000002,46,0.05951397937945269,0.8520675053357845
40,0.5500000000000002,47,0.05700193030395007,0.8616277834370901
40,0.5500000000000002,48,0.06233191200124928,0.8506951739404103
40,0.5500000000000002,49,0.057557134775876394,0.866235109907435
40,0.5500000000000002,50,0.059034585076546256,0.8575379585159444
40,0.5500000000000002,51,0.059204060566188974,0.8541506278043942
